prob,traj,current_path,matched_position_on_prev_edge,matched_position_on_current_edge
Path1
1,"[33.5948800575301, 130.3563629464529]","(9567, 9622)","(33.59475579920437, 130.3563463084737)","(33.59475579920437, 130.3563463084737)"
-63.4033186816429,"[33.59481259368695, 130.3564219550512]","(9567, 9622)","(33.59475579920437, 130.3563463084737)","(33.594748594552705, 130.35639609320367)"
-80.11741316375647,"[33.59473509251475, 130.3564877320364]","(9567, 9622)","(33.594748594552705, 130.35639609320367)","(33.594711091163205, 130.35646768027436)"
-91.62083116538798,"[33.59462059571742, 130.3565626033864]","(9567, 9622)","(33.594711091163205, 130.35646768027436)","(33.59460684461299, 130.3565394272381)"
-95.99014326542928,"[33.59450783816501, 130.3566066083781]","(9567, 9622)","(33.59460684461299, 130.3565394272381)","(33.59450413538638, 130.35660036770506)"
-116.9782477137967,"[33.59442186079323, 130.356698893132]","(9567, 9622)","(33.59450413538638, 130.35660036770506)","(33.59440004628142, 130.35666212689523)"
-166.9835399084772,"[33.59432558415792, 130.3567878670342]","(9567, 9622)","(33.59440004628142, 130.35666212689523)","(33.5942929, 130.3567257)"
-290.3373914890976,"[33.59421668228097, 130.3568652320004]","(9567, 9622)","(33.5942929, 130.3567257)","(33.5942278, 130.3567214)"
